GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	GO ASPECT
UniProtKB	P23906	Irf2	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000315	IMP	PMID:28970238		10090	MGI	F
UniProtKB	P24399	Znf239	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004618|FB:FBgn0267337|MGI:MGI:1338823|MGI:MGI:2442943|MGI:MGI:99159|PANTHER:PTN002354498|UniProtKB:O14978|UniProtKB:O95125|UniProtKB:P17028|UniProtKB:Q16600|UniProtKB:Q9BRR0|UniProtKB:Q9Y5A6	10090	GO_Central	F
UniProtKB	P24399	Znf239	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00029016	10090	UniProt	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	10090	InterPro	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003145|FB:FBgn0005558|FB:FBgn0005561|FB:FBgn0019650|MGI:MGI:97485|MGI:MGI:97486|MGI:MGI:97487|MGI:MGI:97488|MGI:MGI:97489|MGI:MGI:97490|MGI:MGI:97491|MGI:MGI:97493|PANTHER:PTN002552508|RGD:3258|RGD:620434|UniProtKB:P26367|ZFIN:ZDB-GENE-001031-1|ZFIN:ZDB-GENE-990415-200	10090	GO_Central	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:15729346		10090	MGI	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:104633	10090	MGI	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:88276	10090	MGI	F
UniProtKB	P24610	Pax3	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:96770	10090	MGI	F
UniProtKB	P24610	Pax3	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000304	TAS	PMID:10197584		10090	MGI	F
UniProtKB	P24699	Myf5	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97252|MGI:MGI:97253|MGI:MGI:97275|MGI:MGI:97276|PANTHER:PTN000164853|UniProtKB:P15172|UniProtKB:P15173|WB:WBGene00001948	10090	GO_Central	F
UniProtKB	P24699	Myf5	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000304	TAS	PMID:1846704		10090	MGI	F
UniProtKB	P24699	Myf5	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:24361185		10090	MGI	F
UniProtKB	P25425	Pou2f1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	10090	InterPro	F
UniProtKB	P25425	Pou2f1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0004394|FB:FBgn0085424|FB:FBgn0086680|MGI:MGI:101893|MGI:MGI:101895|MGI:MGI:101897|MGI:MGI:102524|MGI:MGI:102525|MGI:MGI:97588|PANTHER:PTN000180816|RGD:1359491|RGD:3367|RGD:61946|RGD:619767|RGD:619768|UniProtKB:P14859|UniProtKB:P28069|UniProtKB:Q01851|UniProtKB:Q01860|UniProtKB:Q12837|UniProtKB:Q14863|UniProtKB:Q15319|UniProtKB:Q9UKI9|WB:WBGene00006818	10090	GO_Central	F
UniProtKB	P25425	Pou2f1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000327|InterPro:IPR000972	10090	InterPro	F
UniProtKB	P25799	Nfkb1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0011274|FB:FBgn0014018|FB:FBgn0260632|MGI:MGI:103290|PANTHER:PTN000652442|UniProtKB:P19838|UniProtKB:Q00653|UniProtKB:Q04206|UniProtKB:Q04864|ZFIN:ZDB-GENE-040825-4	10090	GO_Central	F
UniProtKB	P25799	Nfkb1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19838|ensembl:ENSP00000226574	10090	Ensembl	F
UniProtKB	P25799	Nfkb1	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000266	ISO	GO_REF:0000008	UniProtKB:P19838	10090	MGI	F
UniProtKB	P25799	Nfkb1	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19838|ensembl:ENSP00000226574	10090	Ensembl	F
UniProtKB	P25799	Nfkb1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P19838|ensembl:ENSP00000226574	10090	Ensembl	F
UniProtKB	P25799	Nfkb1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P19838	10090	UniProt	F
UniProtKB	P25799	Nfkb1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:P19838|ensembl:ENSP00000226574|InterPro:IPR000451|InterPro:IPR008967|InterPro:IPR011539|InterPro:IPR037059	10090	UniProt	F
UniProtKB	P26323	Fli1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0000097|FB:FBgn0000567|FB:FBgn0003118|MGI:MGI:107180|MGI:MGI:109336|MGI:MGI:1101781|MGI:MGI:1335079|MGI:MGI:1341168|MGI:MGI:1350926|MGI:MGI:95554|MGI:MGI:98282|MGI:MGI:99253|PANTHER:PTN000218930|RGD:628860|UniProtKB:P11308|UniProtKB:P14921|UniProtKB:P15036|UniProtKB:P19419|UniProtKB:P28324|UniProtKB:P32519|UniProtKB:P41161|UniProtKB:P41212|UniProtKB:P41970|UniProtKB:P43268|UniProtKB:P50548|UniProtKB:P50549|UniProtKB:P78545|UniProtKB:Q01892|UniProtKB:Q06546|UniProtKB:Q15723|UniProtKB:Q99607|UniProtKB:Q9NZC4|UniProtKB:Q9Y603|WB:WBGene00017687	10090	GO_Central	F
UniProtKB	P26323	Fli1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:17606295		10090	NTNU_SB	F
UniProtKB	P26323	Fli1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418|InterPro:IPR046328	10090	InterPro	F
UniProtKB	P26687	Twist1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0032209|FB:FBgn0053557|MGI:MGI:102934|MGI:MGI:103577|MGI:MGI:103580|MGI:MGI:104664|MGI:MGI:1202715|MGI:MGI:1328312|MGI:MGI:1333884|MGI:MGI:1349421|MGI:MGI:2150010|PANTHER:PTN002360678|RGD:621207|UniProtKB:O43680|UniProtKB:O96004|UniProtKB:P61296|UniProtKB:Q15672|UniProtKB:Q7RTU7	10090	GO_Central	F
UniProtKB	P26687	Twist1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000501	IEA	GO_REF:0000120	UniProtKB:Q15672|ensembl:ENSP00000242261|InterPro:IPR047093	10090	UniProt	F
UniProtKB	P26687	Twist1	enables	GO:0001217	DNA-binding transcription repressor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q15672|ensembl:ENSP00000242261	10090	Ensembl	F
UniProtKB	P26687	Twist1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000304	TAS	PMID:11001584		10090	BHF-UCL	F
UniProtKB	P26687	Twist1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:17893140		10090	UniProt	F
UniProtKB	P27548	Cd40lg	involved_in	GO:0051092	positive regulation of NF-kappaB transcription factor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P29965	10090	UniProt	P
UniProtKB	P27577	Ets1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0000097|FB:FBgn0000567|FB:FBgn0003118|MGI:MGI:107180|MGI:MGI:109336|MGI:MGI:1101781|MGI:MGI:1335079|MGI:MGI:1341168|MGI:MGI:1350926|MGI:MGI:95554|MGI:MGI:98282|MGI:MGI:99253|PANTHER:PTN000218930|RGD:628860|UniProtKB:P11308|UniProtKB:P14921|UniProtKB:P15036|UniProtKB:P19419|UniProtKB:P28324|UniProtKB:P32519|UniProtKB:P41161|UniProtKB:P41212|UniProtKB:P41970|UniProtKB:P43268|UniProtKB:P50548|UniProtKB:P50549|UniProtKB:P78545|UniProtKB:Q01892|UniProtKB:Q06546|UniProtKB:Q15723|UniProtKB:Q99607|UniProtKB:Q9NZC4|UniProtKB:Q9Y603|WB:WBGene00017687	10090	GO_Central	F
UniProtKB	P27577	Ets1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418|InterPro:IPR016311|InterPro:IPR046328	10090	InterPro	F
UniProtKB	P27577	Ets1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P14921	10090	UniProt	F
UniProtKB	P27577	Ets1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:12119294		10090	MGI	F
UniProtKB	P27699	Crem	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:88494|PANTHER:PTN001119557|RGD:1307360|RGD:620218|UniProtKB:P16220|UniProtKB:P18846|UniProtKB:Q03060|WB:WBGene00000793	10090	GO_Central	F
UniProtKB	P27699	Crem	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q03060|ensembl:ENSP00000509489	10090	Ensembl	F
UniProtKB	P27699	Crem	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001630|InterPro:IPR004827|InterPro:IPR046347	10090	InterPro	F
UniProtKB	P27782	Lef1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0085432|MGI:MGI:1202879|MGI:MGI:96770|MGI:MGI:98507|PANTHER:PTN000042967|UniProtKB:Q9NQB0|UniProtKB:Q9UJU2|WB:WBGene00004077	10090	GO_Central	F
UniProtKB	P27782	Lef1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9UJU2|ensembl:ENSP00000265165	10090	Ensembl	F
UniProtKB	P27782	Lef1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:104633	10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:88276	10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000316	IGI	PMID:15729346	MGI:MGI:97487	10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000315	IMP	PMID:30659184		10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9UJU2|ensembl:ENSP00000265165	10090	Ensembl	F
UniProtKB	P27782	Lef1	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:12244173		10090	NTNU_SB	F
UniProtKB	P27782	Lef1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9UJU2|ensembl:ENSP00000265165	10090	Ensembl	F
UniProtKB	P27782	Lef1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:11696550		10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:15545629		10090	MGI	F
UniProtKB	P27782	Lef1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:16936075		10090	MGI	F
UniProtKB	P27792	Lyl1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040238	10090	InterPro	F
UniProtKB	P27792	Lyl1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:97324|MGI:MGI:98480|PANTHER:PTN001015390|UniProtKB:Q02575	10090	GO_Central	F
UniProtKB	P27889	Hnf1b	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:98505|PANTHER:PTN000170751|RGD:3828|RGD:3830	10090	GO_Central	F
UniProtKB	P27889	Hnf1b	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:20040500		10090	MGI	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P35680	10090	UniProt	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00028295|UniProtKB:P35680|ensembl:ENSP00000480291	10090	UniProt	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:12367519		10090	UniProt	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:15067314		10090	MGI	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:15509593		10090	MGI	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:15647252		10090	MGI	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:16274963		10090	MGI	F
UniProtKB	P27889	Hnf1b	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:1673925		10090	MGI	F
UniProtKB	P28033	Cebpb	contributes_to	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:27812542		10090	MGI	F
UniProtKB	P28033	Cebpb	contributes_to	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:27812542		10090	MGI	F
UniProtKB	P28033	Cebpb	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:103573|MGI:MGI:88373|MGI:MGI:99480|PANTHER:PTN001515662|RGD:2326|RGD:2327|RGD:2328|UniProtKB:P49715|UniProtKB:P53567|UniProtKB:Q05826|UniProtKB:Q15744|WB:WBGene00016997|ZFIN:ZDB-GENE-010611-1|ZFIN:ZDB-GENE-020111-2	10090	GO_Central	F
UniProtKB	P28033	Cebpb	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:19641492		10090	UniProt	F
UniProtKB	P28033	Cebpb	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:25472717		10090	BHF-UCL	F
UniProtKB	P28033	Cebpb	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21272|ensembl:ENSRNOP00000099899	10090	Ensembl	F
UniProtKB	P28033	Cebpb	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000250	ISS	PMID:15308669	UniProtKB:P21272	10090	UniProt	F
UniProtKB	P28033	Cebpb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21272|ensembl:ENSRNOP00000099899	10090	Ensembl	F
UniProtKB	P28033	Cebpb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10588870		10090	MGI	F
UniProtKB	P28033	Cebpb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:10588870		10090	MGI	F
UniProtKB	P28033	Cebpb	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004827|InterPro:IPR031106|InterPro:IPR046347	10090	InterPro	F
UniProtKB	P28322	Etv4	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0000097|FB:FBgn0000567|FB:FBgn0003118|MGI:MGI:107180|MGI:MGI:109336|MGI:MGI:1101781|MGI:MGI:1335079|MGI:MGI:1341168|MGI:MGI:1350926|MGI:MGI:95554|MGI:MGI:98282|MGI:MGI:99253|PANTHER:PTN000218930|RGD:628860|UniProtKB:P11308|UniProtKB:P14921|UniProtKB:P15036|UniProtKB:P19419|UniProtKB:P28324|UniProtKB:P32519|UniProtKB:P41161|UniProtKB:P41212|UniProtKB:P41970|UniProtKB:P43268|UniProtKB:P50548|UniProtKB:P50549|UniProtKB:P78545|UniProtKB:Q01892|UniProtKB:Q06546|UniProtKB:Q15723|UniProtKB:Q99607|UniProtKB:Q9NZC4|UniProtKB:Q9Y603|WB:WBGene00017687	10090	GO_Central	F
UniProtKB	P28322	Etv4	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000418|InterPro:IPR006715|InterPro:IPR046328	10090	InterPro	F
UniProtKB	P28357	Hoxd9	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	10090	InterPro	F
UniProtKB	P28357	Hoxd9	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28356|ensembl:ENSP00000249499	10090	Ensembl	F
UniProtKB	P28357	Hoxd9	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96180|MGI:MGI:96210|PANTHER:PTN002915528|UniProtKB:P28356	10090	GO_Central	F
UniProtKB	P28357	Hoxd9	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:1756725		10090	MGI	F
UniProtKB	P28359	Hoxd10	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017970	10090	InterPro	F
UniProtKB	P28359	Hoxd10	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:96202|PANTHER:PTN002388132|UniProtKB:P31260|UniProtKB:Q9NYD6	10090	GO_Central	F
UniProtKB	P28359	Hoxd10	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:11432851		10090	NTNU_SB	F
UniProtKB	P28359	Hoxd10	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:1756725		10090	MGI	F
UniProtKB	P28574	Max	contributes_to	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61244|ensembl:ENSP00000351490	10090	Ensembl	F
UniProtKB	P28574	Max	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61244|ensembl:ENSP00000351490	10090	Ensembl	F
UniProtKB	P28574	Max	enables	GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P61244	10090	UniProt	F
UniProtKB	P28574	Max	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0017578|MGI:MGI:1927999|PANTHER:PTN002232681|RGD:621101|UniProtKB:P61244|WB:WBGene00003511	10090	GO_Central	F
UniProtKB	P28700	Rxra	contributes_to	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:17107947		10090	BHF-UCL	F
UniProtKB	P28700	Rxra	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	10090	InterPro	F
UniProtKB	P28700	Rxra	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000266	ISO	GO_REF:0000008	UniProtKB:P19793	10090	MGI	F
UniProtKB	P28700	Rxra	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000316	IGI	PMID:7760852	MGI:MGI:1352463	10090	MGI	F
UniProtKB	P28700	Rxra	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000316	IGI	PMID:7760852	MGI:MGI:1352464	10090	MGI	F
UniProtKB	P28700	Rxra	enables	GO:0003707	nuclear steroid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000003	10090	InterPro	F
UniProtKB	P28700	Rxra	enables	GO:0004879	nuclear receptor activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0015239|MGI:MGI:98216|PANTHER:PTN000638895|RGD:3611|UniProtKB:P19793|UniProtKB:P24468|UniProtKB:P28702|UniProtKB:P41235|ZFIN:ZDB-GENE-980526-36|ZFIN:ZDB-GENE-990415-243	10090	GO_Central	F
UniProtKB	P28700	Rxra	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00035557	10090	UniProt	F
UniProtKB	P28700	Rxra	enables	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:1312497		10090	MGI	F
UniProtKB	P28700	Rxra	enables	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:15322135		10090	MGI	F
UniProtKB	P28704	Rxrb	enables	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P28702|ensembl:ENSP00000363812	10090	Ensembl	F
UniProtKB	P28704	Rxrb	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	10090	InterPro	F
UniProtKB	P28704	Rxrb	enables	GO:0003707	nuclear steroid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000003	10090	InterPro	F
UniProtKB	P28704	Rxrb	enables	GO:0004879	nuclear receptor activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0015239|MGI:MGI:98216|PANTHER:PTN000638895|RGD:3611|UniProtKB:P19793|UniProtKB:P24468|UniProtKB:P28702|UniProtKB:P41235|ZFIN:ZDB-GENE-980526-36|ZFIN:ZDB-GENE-990415-243	10090	GO_Central	F
UniProtKB	P28704	Rxrb	enables	GO:0004879	nuclear receptor activity	ECO:0000501	IEA	GO_REF:0000120	ARBA:ARBA00035557|UniProtKB:P28702|ensembl:ENSP00000363812	10090	UniProt	F
UniProtKB	P28705	Rxrg	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001628	10090	InterPro	F
UniProtKB	P28705	Rxrg	enables	GO:0003707	nuclear steroid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000003	10090	InterPro	F
UniProtKB	P28705	Rxrg	enables	GO:0004879	nuclear receptor activity	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0015239|MGI:MGI:98216|PANTHER:PTN000638895|RGD:3611|UniProtKB:P19793|UniProtKB:P24468|UniProtKB:P28702|UniProtKB:P41235|ZFIN:ZDB-GENE-980526-36|ZFIN:ZDB-GENE-990415-243	10090	GO_Central	F
UniProtKB	P28705	Rxrg	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00035557	10090	UniProt	F
UniProtKB	P28705	Rxrg	enables	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:1312497		10090	MGI	F
UniProtKB	P30051	Tead1	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000318	IBA	GO_REF:0000033	FB:FBgn0003345|MGI:MGI:104904|MGI:MGI:106907|PANTHER:PTN000216669|SGD:S000000287|UniProtKB:P28347	10090	GO_Central	F
UniProtKB	P30051	Tead1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000818|InterPro:IPR016361	10090	InterPro	F
UniProtKB	P30051	Tead1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:14762206		10090	MGI	F
UniProtKB	P30051	Tead1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:26902285		10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	ECO:0000314	IDA	PMID:18223155		10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000304	TAS	PMID:11025203		10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000266	ISO	PMID:11782478	UniProtKB:P35869	10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:1313028		10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:28396409		10090	UniProt	F
UniProtKB	P30561	Ahr	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000314	IDA	PMID:8215422		10090	MGI	F
UniProtKB	P30561	Ahr	enables	GO:0004879	nuclear receptor activity	ECO:0000318	IBA	GO_REF:0000033	MGI:MGI:105043|PANTHER:PTN004180845|RGD:2074|ZFIN:ZDB-GENE-990714-16	10090	GO_Central	F
UniProtKB	P30561	Ahr	enables	GO:0004879	nuclear receptor activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00035557	10090	UniProt	F
UniProtKB	P30561	Ahr	enables	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:1314586		10090	UniProt	F
UniProtKB	P30561	Ahr	enables	GO:0004879	nuclear receptor activity	ECO:0000314	IDA	PMID:33436590		10090	UniProt	F
