Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000054021,Sirt5,68346
ENSMUSG00000089549,Gm25831,115488430
ENSMUSG00000065532,Mir187,387182
ENSMUSG00000022705,Drd3,13490
ENSMUSG00000024273,2700062C07Rik,68046
ENSMUSG00000119462,Gm26139,115488458
ENSMUSG00000040123,Zmym5,219105
ENSMUSG00000103371,Gm35134,102638610
ENSMUSG00000037531,Mrpl47,74600
ENSMUSG00000104191,Gm30737,102632745
ENSMUSG00000040446,Rprd1a,225283
ENSMUSG00000089269,Gm26468,115489794
ENSMUSG00000098419,Mir6963,102466775
ENSMUSG00000092830,Mir3963,100628568
ENSMUSG00000022487,Gtsf1,74174
ENSMUSG00000021022,Ppp2r3c,59032
ENSMUSG00000024911,Fibp,58249
ENSMUSG00000039167,Adgrl4,170757
ENSMUSG00000022671,Mzt2,72083
ENSMUSG00000024619,Cdx1,12590
ENSMUSG00000024269,Tpgs2,66648
ENSMUSG00000019235,Rps6kl1,238323
ENSMUSG00000061022,Vmn1r222,171274
ENSMUSG00000077685,Gm22498,115488428
ENSMUSG00000088180,Gm22218,115488398
ENSMUSG00000071637,Cebpd,12609
ENSMUSG00000069280,Vmn1r223,100036518
ENSMUSG00000037572,Wdhd1,218973
ENSMUSG00000041974,Spidr,224008
ENSMUSG00000033777,Tlr13,279572
ENSMUSG00000034617,Mtrr,210009
ENSMUSG00000062070,Pgk1,18655
ENSMUSG00000027673,Ndufb5,66046
ENSMUSG00000033871,Ppargc1b,170826
ENSMUSG00000024910,Ctsw,13041
ENSMUSG00000004791,Pgf,18654
ENSMUSG00000047242,Taf9b,407786
ENSMUSG00000021275,Tecpr2,104859
ENSMUSG00000105200,Mir378a,723889
ENSMUSG00000063200,Nol7,70078
ENSMUSG00000024909,Efemp2,58859
ENSMUSG00000024268,Celf4,108013
ENSMUSG00000118687,Gm24458,115489882
ENSMUSG00000054414,Slc30a7,66500
ENSMUSG00000041957,Pkp2,67451
ENSMUSG00000025271,Pfkfb1,18639
ENSMUSG00000053508,Gtsf2,223927
ENSMUSG00000028037,Ifi44,99899
ENSMUSG00000021532,Fastkd3,69577
ENSMUSG00000022488,Nckap1l,105855
ENSMUSG00000022792,Yars2,70120
ENSMUSG00000084648,Gm24378,115488464
ENSMUSG00000036304,Zdhhc23,332175
ENSMUSG00000048379,Socs4,67296
ENSMUSG00000004788,Eif2b2,217715
ENSMUSG00000021945,Zmym2,76007
ENSMUSG00000089261,Mir669n,100316705
ENSMUSG00000039146,Ifi44l,15061
ENSMUSG00000094813,Gm20777,665687
ENSMUSG00000094813,Gm20777,100039014
ENSMUSG00000028036,Ptgfr,19220
ENSMUSG00000022967,Ifnar1,15975
ENSMUSG00000095950,Gm20737,382131
ENSMUSG00000095950,Gm20737,100039014
ENSMUSG00000087997,Gm25056,115489807
ENSMUSG00000056900,Usp13,72607
ENSMUSG00000046351,Zfp322a,218100
ENSMUSG00000021023,Prorp,66132
ENSMUSG00000096036,Gm21778,118568460
ENSMUSG00000079641,Rpl39,67248
ENSMUSG00000021840,Mapk1ip1l,218975
ENSMUSG00000096268,Gm20914,108168658
ENSMUSG00000065642,Snora69,104369
ENSMUSG00000073012,Fnd3c2,331491
ENSMUSG00000050335,Lgals3,16854
ENSMUSG00000024906,Mus81,71711
ENSMUSG00000094484,Gm21244,108168669
ENSMUSG00000037106,Fer1l6,631797
ENSMUSG00000091077,Gm21292,100861879
ENSMUSG00000099308,Mir6367,102465190
ENSMUSG00000022965,Ifngr2,15980
ENSMUSG00000096820,Gm21425,100039014
ENSMUSG00000096820,Gm21425,100862042
ENSMUSG00000021534,Cfap90,69315
ENSMUSG00000095900,Gm20773,665301
ENSMUSG00000095900,Gm20773,100040171
ENSMUSG00000095900,Gm20773,100040714
ENSMUSG00000027963,Extl2,58193
ENSMUSG00000062373,Tmem65,74868
ENSMUSG00000036376,Abt1,30946
ENSMUSG00000000706,Btn1a1,12231
ENSMUSG00000119174,Mir6382,102465963
ENSMUSG00000099619,Gm28300,108168560
ENSMUSG00000036572,Upf3b,68134
ENSMUSG00000065049,Gm24041,115488605
ENSMUSG00000037085,Trmt12,68260
ENSMUSG00000022964,Tmem50b,77975
ENSMUSG00000037075,Rnf139,75841
ENSMUSG00000088098,Gm23674,115486059
ENSMUSG00000087940,Gm24246,115486063
ENSMUSG00000022150,Dab2,13132
ENSMUSG00000021536,Adcy2,210044
ENSMUSG00000033628,Pik3c3,225326
ENSMUSG00000036292,Gramd1c,207798
ENSMUSG00000022064,Pibf1,52023
ENSMUSG00000103714,Gm20857,100041014
ENSMUSG00000021245,Mlh3,217716
ENSMUSG00000119256,Gm26344,115486194
ENSMUSG00000039131,Gipc2,54120
ENSMUSG00000016409,Nkap,67050
ENSMUSG00000038546,Ranbp9,56705
ENSMUSG00000056185,Snx32,225861
ENSMUSG00000095452,Gm20795,100039034
ENSMUSG00000095452,Gm20795,100040335
ENSMUSG00000095452,Gm20795,100862345
ENSMUSG00000036551,Akap14,434756
ENSMUSG00000028035,Dnajb4,67035
ENSMUSG00000016427,Ndufa1,54405
ENSMUSG00000007817,Zmiz1,328365
ENSMUSG00000005705,Agrp,11604
ENSMUSG00000036537,Rnf113a1,69942
ENSMUSG00000073243,Gm9,194854
ENSMUSG00000071773,Rhox1,385343
ENSMUSG00000051827,Rhox2a,75199
ENSMUSG00000098263,Mir6938,102466769
ENSMUSG00000100937,Nscme3l,75555
ENSMUSG00000008822,Acyp1,66204
ENSMUSG00000024922,Ovol1,18426
ENSMUSG00000038604,Ripor1,75687
ENSMUSG00000065315,Gm26064,115488251
ENSMUSG00000033737,Fndc3c1,333564
ENSMUSG00000045064,Zc2hc1c,72350
ENSMUSG00000027962,Vcam1,22329
ENSMUSG00000021371,Mcur1,76137
ENSMUSG00000049562,Ap5b1,381201
ENSMUSG00000034290,Nek9,217718
ENSMUSG00000119636,Mir3470b,100499519
ENSMUSG00000039763,Dnajc28,246738
ENSMUSG00000024925,Rnaseh2c,68209
ENSMUSG00000052459,Atp6v1a,11964
ENSMUSG00000044164,Rnf182,328234
ENSMUSG00000015396,Cd83,12522
ENSMUSG00000053216,Btn2a2,238555
ENSMUSG00000101779,Gm28170,108168560
ENSMUSG00000089432,Mir1966,100316712
ENSMUSG00000021248,Tmed10,68581
ENSMUSG00000005698,Ctcf,13018
ENSMUSG00000024921,Smarca2,67155
ENSMUSG00000087651,1500009L16Rik,69784
ENSMUSG00000021250,Fos,14281
ENSMUSG00000097362,Gm26544,102633872
ENSMUSG00000111049,Gm34184,102637349
ENSMUSG00000068696,Gpr88,64378
ENSMUSG00000039031,Arhgap18,73910
ENSMUSG00000052821,Cysltr1,58861
ENSMUSG00000005148,Klf5,12224
ENSMUSG00000033502,Cdc14a,229776
ENSMUSG00000061458,Nol10,217431
ENSMUSG00000071772,Rhox3a,382209
ENSMUSG00000031618,Nr3c2,110784
ENSMUSG00000094399,Gm21477,108168559
ENSMUSG00000065238,Gm22970,115488432
ENSMUSG00000072294,Klf12,16597
ENSMUSG00000057455,Rit2,19762
ENSMUSG00000079639,Rhox4a,664609
ENSMUSG00000089107,Gm23117,115488266
ENSMUSG00000073010,Gm5127,331493
ENSMUSG00000113671,Gm2233,100039432
ENSMUSG00000024578,Il17b,56069
ENSMUSG00000006611,Hfe,15216
ENSMUSG00000119005,Gm26367,115485953
ENSMUSG00000020171,Yeats4,64050
ENSMUSG00000064553,Gm24622,115489248
ENSMUSG00000024579,Pcyox1l,240334
ENSMUSG00000088160,Gm23538,115488388
ENSMUSG00000065733,Gm24491,115489160
ENSMUSG00000042888,Prr30,76627
ENSMUSG00000095601,Rhox3a2,100861623
ENSMUSG00000024580,Grpel2,17714
ENSMUSG00000037544,Dlgap5,218977
ENSMUSG00000020177,Lyz3,77397
ENSMUSG00000011179,Odc1,18263
ENSMUSG00000121892,Orly,75204
ENSMUSG00000094945,Rhox4a2,100861640
ENSMUSG00000024135,Srbd1,78586
ENSMUSG00000047686,Rtl3,213436
ENSMUSG00000036181,H1f2,50708
ENSMUSG00000033032,Afap1l1,106877
ENSMUSG00000079638,Rhox2b,100039913
ENSMUSG00000069310,H3c3,319148
ENSMUSG00000069516,Lyz2,17105
ENSMUSG00000075031,H2bc3,319178
ENSMUSG00000061615,H2ac4,319172
ENSMUSG00000049929,Lpar4,78134
ENSMUSG00000069267,H3c2,319150
ENSMUSG00000069266,H4c2,326620
ENSMUSG00000060093,H4c1,326619
ENSMUSG00000071771,Rhox4b,57737
ENSMUSG00000069515,Lyz1,17110
ENSMUSG00000009470,Tnpo1,238799
ENSMUSG00000019899,Lama2,16773
ENSMUSG00000050921,P2ry10,78826
ENSMUSG00000064427,Gm22748,115488064
ENSMUSG00000089309,Gm24838,115485663
ENSMUSG00000071379,Hpcal1,53602
ENSMUSG00000050357,Carmil2,234695
ENSMUSG00000079637,Rhox2c,100039948
ENSMUSG00000022789,Dnm1l,74006
ENSMUSG00000071267,Zfp942,73233
ENSMUSG00000032735,Ablim3,319713
ENSMUSG00000053347,Zfp943,74670
ENSMUSG00000054293,P2ry10b,213438
ENSMUSG00000098207,Arl14,71619
ENSMUSG00000095366,G530011O06Riky,100379606
ENSMUSG00000027784,Ppm1l,242083
ENSMUSG00000073197,5730507C01Rik,236366
ENSMUSG00000079636,Rhox3c,100135654
ENSMUSG00000063383,Zfp947,210853
ENSMUSG00000031592,Pcm1,18536
ENSMUSG00000096433,Zfp994,240038
ENSMUSG00000079635,Rhox4c,434759
ENSMUSG00000043300,B3galnt1,26879
ENSMUSG00000117284,Gm7072,631624
ENSMUSG00000027787,Nmd3,97112
ENSMUSG00000025272,Tro,56191
ENSMUSG00000033972,Zfp944,319615
ENSMUSG00000044501,Zfp758,224598
ENSMUSG00000071266,Zfp946,74149
ENSMUSG00000037689,Tmem247,78469
ENSMUSG00000053375,Atp6v1e2,74915
ENSMUSG00000045629,Sh3tc2,225608
ENSMUSG00000024143,Rhoq,104215
ENSMUSG00000095093,Vmn2r111,210876
ENSMUSG00000049792,Bag5,70369
ENSMUSG00000055531,Cpsf6,432508
ENSMUSG00000027674,Pex5l,58869
ENSMUSG00000077455,Gm25917,115485874
ENSMUSG00000121459,Gm21064,100861598
ENSMUSG00000037787,Coa8,68020
ENSMUSG00000024145,Pigf,18701
ENSMUSG00000121460,4921509O09Rik,102632325
ENSMUSG00000024146,Cript,56724
ENSMUSG00000069265,H3c1,360198
ENSMUSG00000049539,H1f1,80838
ENSMUSG00000045022,H2bl1,69382
ENSMUSG00000045730,Adrb2,11555
ENSMUSG00000021028,Mbip,217588
ENSMUSG00000064140,Trim38,214158
ENSMUSG00000024400,Wdr33,74320
ENSMUSG00000094921,Vmn2r112,628185
ENSMUSG00000033083,Tbc1d4,210789
ENSMUSG00000050919,Zfp366,238803
ENSMUSG00000001496,Nkx2-1,21869
ENSMUSG00000037104,Socs5,56468
ENSMUSG00000050891,Tatdn1,69694
ENSMUSG00000021650,Ptcd2,68927
ENSMUSG00000059142,Zfp945,240041
ENSMUSG00000077177,Gm25760,115485870
ENSMUSG00000058669,Nkx2-9,18094
ENSMUSG00000038000,Acd,497652
ENSMUSG00000001497,Pax9,18511
ENSMUSG00000036110,Slc17a2,218103
ENSMUSG00000020037,Rfx4,71137
ENSMUSG00000095698,Rhox2d,434760
ENSMUSG00000092111,Vmn2r113,434701
ENSMUSG00000100271,Gm21127,108168549
ENSMUSG00000101147,Gm20818,108168663
ENSMUSG00000119329,Gm26494,115489211
ENSMUSG00000024150,Mcfd2,193813
ENSMUSG00000079633,Rhox4d,664610
ENSMUSG00000101254,Gm20932,108168604
ENSMUSG00000035472,Slc25a21,217593
ENSMUSG00000073008,Gpr174,213439
ENSMUSG00000100442,Gm20866,108168528
ENSMUSG00000136896,Gm20868,100041284
ENSMUSG00000100677,Gm21184,108168664
ENSMUSG00000044982,Sft2d3,67158
ENSMUSG00000100171,Gm21201,108168607
ENSMUSG00000026322,Htr4,15562
ENSMUSG00000101787,Gm20853,108168615
ENSMUSG00000101593,Gm20842,100040429
ENSMUSG00000101844,Gm20844,108168612
ENSMUSG00000100749,Gm20798,108168649
ENSMUSG00000100869,Gm20846,108168580
ENSMUSG00000041632,Mrps27,218506
ENSMUSG00000101277,Gm20847,108168624
ENSMUSG00000021288,Klc1,16593
ENSMUSG00000099371,Gm20848,108168623
ENSMUSG00000099495,Gm20800,108168651
ENSMUSG00000101747,Gm21683,100862371
ENSMUSG00000101575,Gm20898,100042013
ENSMUSG00000002617,Zfp40,22700
ENSMUSG00000022354,Ndufb9,66218
ENSMUSG00000096788,Rhox2e,100040016
ENSMUSG00000100698,Gm20902,108168561
ENSMUSG00000022149,C9,12279
ENSMUSG00000031239,Itm2a,16431
ENSMUSG00000052727,Map1b,17755
ENSMUSG00000031591,Asah1,11886
ENSMUSG00000091945,Vmn2r114,666002
ENSMUSG00000024395,Lims2,225341
ENSMUSG00000091076,Vmn2r115,638102
ENSMUSG00000059626,Rhox3e,100135657
ENSMUSG00000100669,Gm21111,108168576
ENSMUSG00000077673,Gm24471,115485899
ENSMUSG00000021647,Cartpt,27220
ENSMUSG00000022489,Pde1b,18574
ENSMUSG00000038518,Jarid2,16468
ENSMUSG00000071770,Rhox4e,194856
ENSMUSG00000124941,Gm20901,100042079
ENSMUSG00000036918,Ttc7,225049
ENSMUSG00000022698,Naa50,72117
ENSMUSG00000095741,Rhox2f,434764
ENSMUSG00000100560,Gm21180,100861743
ENSMUSG00000101478,Gm20859,108168556
ENSMUSG00000052229,Gpr17,574402
ENSMUSG00000024388,Myo7b,17922
ENSMUSG00000131403,Gm20857,100041014
ENSMUSG00000131403,Gm20857,100041033
ENSMUSG00000131403,Gm20857,108168532
ENSMUSG00000095510,Rhox3f,621852
ENSMUSG00000079630,Rhox4f,636177
ENSMUSG00000020183,Cpm,70574
ENSMUSG00000101098,Gm20808,108168606
ENSMUSG00000080933,Rhox3g,546294
ENSMUSG00000119532,Gm24493,115489210
ENSMUSG00000037536,Fbxo34,78938
ENSMUSG00000079629,Rhox2g,434766
ENSMUSG00000068284,Usf3,207806
ENSMUSG00000128485,Gm21242,100861817
ENSMUSG00000005699,Pard6a,56513
ENSMUSG00000031241,Tbx22,245572
ENSMUSG00000100756,Gm21257,108168621
ENSMUSG00000118970,Gm25709,115487552
ENSMUSG00000022962,Gart,14450
ENSMUSG00000035620,Ric8b,237422
ENSMUSG00000101688,Gm20841,108168563
ENSMUSG00000100991,Gm21856,118568465
ENSMUSG00000100245,Gm21282,108168656
ENSMUSG00000101594,Gm21779,118568466
ENSMUSG00000100978,Gm20912,108168655
ENSMUSG00000031590,Frg1,14300
ENSMUSG00000024384,Iws1,73473
ENSMUSG00000100519,Gm20801,108168629
ENSMUSG00000137671,Gm28459,115489288
ENSMUSG00000022490,Ppp1r1a,58200
ENSMUSG00000090966,Vmn2r116,619697
ENSMUSG00000021973,Micu2,68514
ENSMUSG00000013155,Enkd1,102124
ENSMUSG00000079628,Rhox4g,664608
ENSMUSG00000043461,Sptssb,66183
ENSMUSG00000100994,Gm21333,108168616
ENSMUSG00000088312,Gm26181,115487030
ENSMUSG00000022491,Glycam1,14663
ENSMUSG00000031242,Chmp1b2,67028
ENSMUSG00000100611,Gm21247,108168661
ENSMUSG00000013158,4933405L10Rik,71046
ENSMUSG00000099374,Gm21344,108168611
ENSMUSG00000100882,Gm20849,118568457
ENSMUSG00000050035,Fhl4,14202
ENSMUSG00000077366,Gm23484,115486197
ENSMUSG00000100048,Gm28603,118568467
ENSMUSG00000091407,Vmn2r117,619788
ENSMUSG00000035451,Foxa1,15375
ENSMUSG00000060935,Tmem263,103266
ENSMUSG00000037148,Arhgap10,78514
ENSMUSG00000021974,Fgf9,14180
ENSMUSG00000027788,Otol1,229389
ENSMUSG00000071769,Rhox3h,434758
ENSMUSG00000046782,Ttc6,70846
ENSMUSG00000022148,Fyb1,23880
ENSMUSG00000049038,Mterf2,74238
ENSMUSG00000088260,Gm24780,115489826
ENSMUSG00000101718,Gm20862,108168571
ENSMUSG00000064697,Gm24147,115489212
ENSMUSG00000036557,Stpg4,75467
ENSMUSG00000079627,Rhox2h,622301
ENSMUSG00000099736,Gm20863,108168668
ENSMUSG00000089507,Gm23477,115486215
ENSMUSG00000024386,Proc,19123
ENSMUSG00000037526,Atg14,100504663
ENSMUSG00000020038,Cry1,12952
ENSMUSG00000021287,Xrcc3,74335
ENSMUSG00000073007,Tent5d,213449
ENSMUSG00000028136,Snx27,76742
ENSMUSG00000101310,Gm21281,108168635
ENSMUSG00000101742,Gm21380,108168567
ENSMUSG00000036438,Calm2,12314
ENSMUSG00000020184,Mdm2,17246
ENSMUSG00000020986,Sec23a,20334
ENSMUSG00000073006,Wmp,213450
ENSMUSG00000077201,Gm25614,115485935
ENSMUSG00000099992,Gm21435,108168577
ENSMUSG00000113074,Gm3772,100042291
ENSMUSG00000024383,Map3k2,26405
ENSMUSG00000025268,Maged2,80884
ENSMUSG00000044703,Phf11a,219131
ENSMUSG00000021646,Mccc2,78038
ENSMUSG00000100331,Gm20880,108168516
ENSMUSG00000100390,Gm20881,108168540
ENSMUSG00000100116,Gm20861,108168667
ENSMUSG00000089427,Gm26005,115486041
ENSMUSG00000022353,Mtss1,211401
ENSMUSG00000099524,Gm20860,108168566
ENSMUSG00000005371,Fbxo11,225055
ENSMUSG00000091649,Phf11b,236451
ENSMUSG00000100802,Gm20889,108168646
ENSMUSG00000100655,Gm21462,108168666
ENSMUSG00000101670,Gm21470,108168665
ENSMUSG00000101631,Gm20884,108168588
ENSMUSG00000119010,Gm22347,115485943
ENSMUSG00000068245,Phf11d,219132
ENSMUSG00000100098,Gm21387,108168619
ENSMUSG00000024382,Ercc3,13872
ENSMUSG00000060121,Gemin2,66603
ENSMUSG00000099709,Gm21396,108168539
ENSMUSG00000101623,Gm21245,100861821
ENSMUSG00000036083,Slc17a3,105355
ENSMUSG00000102044,Gm21249,108168660
ENSMUSG00000100818,Gm21287,108168654
ENSMUSG00000065232,Gm22973,115488085
ENSMUSG00000021255,Esrrb,26380
ENSMUSG00000101987,Gm21268,108168631
ENSMUSG00000100072,Gm21275,108168598
ENSMUSG00000143183,Gm20879,100041631
ENSMUSG00000100834,Gm21285,108168648
ENSMUSG00000109238,Tex51,102638514
ENSMUSG00000090523,Gypc,71683
ENSMUSG00000123438,Gm21302,108168565
ENSMUSG00000005968,Tuft1,22156
ENSMUSG00000087715,Gm25826,115486058
ENSMUSG00000024379,Tslp,53603
ENSMUSG00000022351,Sqle,20775
ENSMUSG00000031651,Triml1,244448
ENSMUSG00000091144,Phf11c,628705
ENSMUSG00000119098,Gm26378,115488966
ENSMUSG00000038299,Wdr36,225348
ENSMUSG00000101490,Gm20927,108168602
ENSMUSG00000099993,Gm20930,108168568
ENSMUSG00000013150,Gfod2,70575
ENSMUSG00000071350,Setdb2,239122
ENSMUSG00000123476,Gm21330,108168625
ENSMUSG00000060181,Slc35e3,215436
ENSMUSG00000034525,Ice1,218333
ENSMUSG00000100142,Gm21340,108168575
ENSMUSG00000080582,Gm24907,115489243
ENSMUSG00000091490,Triml2,622117
ENSMUSG00000063663,Brwd3,382236
ENSMUSG00000019889,Ptprk,19272
ENSMUSG00000021286,Zfyve21,68520
ENSMUSG00000041852,Tcf20,21411
ENSMUSG00000101510,Gm21573,108168634
ENSMUSG00000065656,Gm23104,115488252
ENSMUSG00000099739,Gm20804,108168550
ENSMUSG00000037134,Prmt9,102182
ENSMUSG00000021335,Slc17a1,20504
ENSMUSG00000119680,Gm23947,115488870
ENSMUSG00000034998,Foxn2,14236
ENSMUSG00000101998,Gm21530,108168521
ENSMUSG00000092751,Mir3080,100526477
ENSMUSG00000101864,Gm21634,108168647
ENSMUSG00000050310,Rictor,78757
ENSMUSG00000034709,Ppp1r21,73825
ENSMUSG00000098252,Mir6361,102465186
ENSMUSG00000022696,Sidt1,320007
ENSMUSG00000038128,Camk4,12326
ENSMUSG00000101887,Gm21654,108168589
ENSMUSG00000027790,Sis,69983
ENSMUSG00000101403,Gm20882,108168618
ENSMUSG00000101830,Gm20907,100042268
ENSMUSG00000101022,Gm20921,100042475
ENSMUSG00000095103,Gm21171,108168595
ENSMUSG00000101679,Gm20936,108168630
ENSMUSG00000051176,Zfp42,22702
ENSMUSG00000099434,Gm20934,100042669
ENSMUSG00000024378,Stard4,170459
ENSMUSG00000100136,Gm20933,108168650
ENSMUSG00000063900,Adam26b,382007
ENSMUSG00000020993,Trappc6b,78232
ENSMUSG00000037415,Ranbp10,74334
ENSMUSG00000025266,Gnl3l,237107
ENSMUSG00000130436,Gm21114,108168597
ENSMUSG00000042834,Nrep,27528
ENSMUSG00000101825,Gm21806,108168587
ENSMUSG00000021981,Cab39l,69008
ENSMUSG00000099976,Gm20935,108168632
ENSMUSG00000102957,Gm21065,108168622
ENSMUSG00000021336,Slc17a4,319848
ENSMUSG00000118292,Gm10549,433171
ENSMUSG00000033855,Ston1,77057
ENSMUSG00000123676,Gm21469,108168609
ENSMUSG00000021285,Ppp1r13b,21981
ENSMUSG00000104480,Gm21661,108168586
ENSMUSG00000092819,Gm23639,115489002
ENSMUSG00000024376,Epb41l4a,13824
ENSMUSG00000103074,Gm20925,108168581
ENSMUSG00000102965,Gm20926,108168652
ENSMUSG00000102402,Gm20840,108168599
ENSMUSG00000048516,Adam26a,13525
ENSMUSG00000050190,Adam34l,384813
ENSMUSG00000102339,Gm21443,108168585
ENSMUSG00000079058,Adam34,252866
ENSMUSG00000079058,Adam34,384814
ENSMUSG00000024154,Gtf2a1l,71828
ENSMUSG00000031617,Tmem184c,234463
ENSMUSG00000048304,Slitrk3,386750
ENSMUSG00000099346,Gm20895,108168626
ENSMUSG00000101149,Gm20892,108168541
ENSMUSG00000050799,H2bc1,319177
ENSMUSG00000027792,Bche,12038
ENSMUSG00000060081,H2ac1,319163
ENSMUSG00000093772,4931403E22Rik,70942
ENSMUSG00000102015,Gm21476,108168627
ENSMUSG00000049658,Bdp1,544971
ENSMUSG00000074913,Gm815,329047
ENSMUSG00000100413,Gm21506,108168542
ENSMUSG00000020994,Pnn,18949
ENSMUSG00000099791,Gm20891,108168537
ENSMUSG00000024107,Lhcgr,16867
ENSMUSG00000101473,Gm20893,108168628
ENSMUSG00000104096,Gm20356,100504692
ENSMUSG00000024926,Kat5,81601
ENSMUSG00000101837,Gm20810,108168653
ENSMUSG00000034151,Zbbx,213234
ENSMUSG00000021982,Cdadc1,71891
ENSMUSG00000031893,Tsnaxip1,72236
ENSMUSG00000124930,Gm29317,115489294
ENSMUSG00000081793,5730416F02Rik,70550
ENSMUSG00000088501,Gm22788,115488989
ENSMUSG00000119457,Gm23411,115488990
ENSMUSG00000031245,Hmgn5,50887
ENSMUSG00000032937,Fshr,14309
ENSMUSG00000041482,Piezo2,667742
ENSMUSG00000049109,Themis,210757
ENSMUSG00000034168,Irf2bpl,238330
ENSMUSG00000021290,Atp5mj,70257
ENSMUSG00000030131,Mug2,17837
ENSMUSG00000040490,Lrfn2,70530
ENSMUSG00000077652,Gm23322,115489237
ENSMUSG00000119240,Gm25797,115489183
ENSMUSG00000031246,Sh3bgrl,56726
ENSMUSG00000100800,Gm21301,108168657
ENSMUSG00000064541,Gm22978,115488887
ENSMUSG00000022350,Washc5,223593
ENSMUSG00000064120,Mocs1,56738
ENSMUSG00000034157,Cipc,217732
ENSMUSG00000043065,Spice1,212514
ENSMUSG00000031616,Ednra,13617
ENSMUSG00000036502,Tmem255a,245386
ENSMUSG00000087761,Gm23981,115487027
ENSMUSG00000036672,Cenpt,320394
ENSMUSG00000030235,Slco1c1,58807
ENSMUSG00000034139,Serpini2,67931
ENSMUSG00000048483,Zdhhc22,238331
ENSMUSG00000044461,Shisa2,219134
ENSMUSG00000020042,Abtb3,74007
ENSMUSG00000021983,Atp8a2,50769
ENSMUSG00000054003,Tdrd9,74691
ENSMUSG00000104301,Wdr49,213248
ENSMUSG00000071550,Cfap44,212517
ENSMUSG00000103023,Gm20910,100042337
ENSMUSG00000048621,Gm6377,622976
ENSMUSG00000036442,Thap11,59016
ENSMUSG00000037101,Ttc29,73301
ENSMUSG00000040260,Daam2,76441
ENSMUSG00000027835,Pdcd10,56426
ENSMUSG00000104032,Gm20833,100040262
ENSMUSG00000082853,Gm7134,634340
ENSMUSG00000038175,Mylip,218203
ENSMUSG00000025265,Fgd1,14163
ENSMUSG00000104439,Gm20851,100040714
ENSMUSG00000102613,Gm20836,100040335
ENSMUSG00000129932,Gm21316,108168570
ENSMUSG00000033386,Frrs1,20321
ENSMUSG00000031511,Arhgef7,54126
ENSMUSG00000059586,Nsmce2,68501
ENSMUSG00000022961,Son,20658
ENSMUSG00000100539,Gm20913,108168569
ENSMUSG00000100692,Gm21672,100862360
ENSMUSG00000114797,Gm49336,71844
ENSMUSG00000103802,Gm21660,100862345
ENSMUSG00000049538,Adamts16,271127
ENSMUSG00000089157,Gm22425,115486363
ENSMUSG00000087917,Gm24911,115486372
ENSMUSG00000102290,Gm21678,100862366
ENSMUSG00000023999,Kif6,319991
ENSMUSG00000099621,Gm20919,108168610
ENSMUSG00000032501,Trib1,211770
ENSMUSG00000030236,Slco1b2,28253
ENSMUSG00000111119,Gm34005,102637110
ENSMUSG00000031990,Jam3,83964
ENSMUSG00000101143,Gm21151,108168603
ENSMUSG00000065907,Gm26108,115489258
ENSMUSG00000056854,Pou3f4,18994
ENSMUSG00000058099,Nfam1,74039
ENSMUSG00000102131,Gm21160,108168608
ENSMUSG00000101096,Gm21524,108168600
ENSMUSG00000016327,Atp1b4,67821
ENSMUSG00000102358,Gm21412,108168584
ENSMUSG00000091402,Rd3l,217874
ENSMUSG00000007908,Hmgcll1,208982
ENSMUSG00000100643,Gm21163,108168659
ENSMUSG00000033377,Palmd,114301
ENSMUSG00000039316,Rftn1,76438
ENSMUSG00000104085,Gm21427,108168583
ENSMUSG00000037686,Aspg,104816
ENSMUSG00000101408,Gm21155,108168605
ENSMUSG00000104127,Gm20928,100042565
ENSMUSG00000100644,Gm20793,100039014
ENSMUSG00000084927,Slco1a7,435927
ENSMUSG00000024927,Rela,19697
ENSMUSG00000027677,Ttc14,67120
ENSMUSG00000001785,Pwp1,103136
ENSMUSG00000025264,Tsr2,69499
ENSMUSG00000100196,Gm20827,100040171
ENSMUSG00000100737,Gm21774,118568463
ENSMUSG00000010592,Dazl,13164
ENSMUSG00000100363,Gm20805,108168562
ENSMUSG00000093090,Mir3073a,100526547
ENSMUSG00000106228,Mir3073b,100885836
ENSMUSG00000065574,Mir203,387199
ENSMUSG00000021337,Scgn,214189
ENSMUSG00000052593,Adam17,11491
ENSMUSG00000101881,Gm21076,108168670
ENSMUSG00000059383,Gfral,404194
ENSMUSG00000101788,Gm20813,108168671
ENSMUSG00000143315,Gm31186,115489302
ENSMUSG00000137367,Gm28371,115489289
ENSMUSG00000064524,Gm26441,115489173
ENSMUSG00000121343,Gm21679,108168506
ENSMUSG00000016534,Lamp2,16784
ENSMUSG00000030237,Slco1a4,28250
ENSMUSG00000021600,8030423J24Rik,77166
ENSMUSG00000080580,Mir466f-4,100316804
ENSMUSG00000021643,Serf1,20365
ENSMUSG00000052681,Rap1b,215449
ENSMUSG00000032572,Col6a4,68553
ENSMUSG00000038910,Plcl2,224860
ENSMUSG00000022687,Boc,117606
ENSMUSG00000000253,Gmpr,66355
ENSMUSG00000071749,4933412E24Rik,71088
ENSMUSG00000077511,Gm25875,115488603
ENSMUSG00000022146,Osmr,18414
ENSMUSG00000024109,Nrxn1,18189
ENSMUSG00000038916,Mtcl3,67412
ENSMUSG00000024924,Vldlr,22359
ENSMUSG00000076270,Mir719,751526
ENSMUSG00000041698,Slco1a1,28248
ENSMUSG00000040818,Dennd6a,211922
